accession	organism specise	kmerfinder(Com)	kmerfinder(Type)	fIDBAC	ANI(%)
GCA_900167235.1	Desulfococcus multivorans	Desulfococcus multivorans	Desulfococcus multivorans	Desulfococcus multivorans	99.9994
GCA_900167245.1	Lactobacillus lindneri	Lactobacillus lindneri	Lactobacillus lindneri	Lactobacillus lindneri	99.9998
GCA_900167305.1	Garciella nitratireducens	--	Garciella nitratireducens	Garciella nitratireducens	99.9998
GCA_900167325.1	Megasphaera cerevisiae	--	Megasphaera cerevisiae	Megasphaera cerevisiae	99.9986
GCA_900167345.1	Vibrio cincinnatiensis	Vibrio cincinnatiensis	Vibrio cincinnatiensis	Vibrio cincinnatiensis	100
GCA_900167405.1	Globicatella sulfidifaciens	Erysipelothrix rhusiopathiae	Globicatella sulfidifaciens	Globicatella sulfidifaciens	100
GCA_900167435.1	Marinactinospora thermotolerans	Nocardiopsis gilva	Marinactinospora thermotolerans	Marinactinospora thermotolerans	99.9981
GCA_900167445.1	Maledivibacter halophilus	--	Maledivibacter halophilus	Maledivibacter halophilus	99.999
GCA_900175965.1	Rubrobacter radiotolerans	Rubrobacter radiotolerans	Rubrobacter radiotolerans	Rubrobacter radiotolerans	100
GCA_900176005.1	Thermanaeromonas toyohensis	--	Thermanaeromonas toyohensis	Thermanaeromonas toyohensis	100
GCA_900176035.1	Desulfonispora thiosulfatigenes	--	Desulfonispora thiosulfatigenes	Desulfonispora thiosulfatigenes	100
GCA_900176045.1	Nitratiruptor tergarcus	Nitratiruptor sp.	Nitratiruptor tergarcus	Nitratiruptor tergarcus	100
GCA_900176075.1	Pasteurella testudinis	--	Pasteurella testudinis	Pasteurella testudinis	99.9987
GCA_900176115.1	Peptoniphilus asaccharolyticus	Streptococcus pseudoporcinus	Peptoniphilus asaccharolyticus	Peptoniphilus asaccharolyticus	100
GCA_900176135.1	Hymenobacter roseosalivarius	Hymenobacter sp.	Hymenobacter roseosalivarius	Hymenobacter roseosalivarius	100
GCA_900176145.1	Sulfobacillus thermosulfidooxidans	--	Sulfobacillus thermosulfidooxidans	Sulfobacillus thermosulfidooxidans	100
GCA_900176155.1	Corynebacterium glucuronolyticum	Corynebacterium frankenforstense	Corynebacterium glucuronolyticum	Corynebacterium glucuronolyticum	100
GCA_900176165.1	Deinococcus hopiensis	Deinococcus sp.	Deinococcus hopiensis	Deinococcus hopiensis	100
GCA_900176275.1	Andreprevotia lacus	Chitinolyticbacter meiyuanensis	Andreprevotia lacus	Andreprevotia lacus	99.9984
GCA_900176595.1	Aquiflexum balticum	Belliella baltica	Aquiflexum balticum	Aquiflexum balticum	100
GCA_900177275.1	Pseudogulbenkiania subflava	Pseudogulbenkiania sp.	Pseudogulbenkiania subflava	Pseudogulbenkiania subflava	100
